,D,L,P,G,X,DH,CHF,T
4374,0.01001,3.0,19610000.0,1088.0,0.411,173000.0,402000.0,621.38
11098,0.00775,1.68,14710000.0,937.0,0.34,424000.0,837000.0,541.51
8046,0.00795,2.0,5880000.0,985.0,0.697,702000.0,1756000.0,392.52
24530,0.008,0.4,101000.0,1000.7,0.093,288800.0,2490800.0,304.12
2014,0.01,2.0,2726000.0,1038.0,0.584,481000.0,2011000.0,392.45
24519,0.006,0.18,2007000.0,1006.2,-0.082,835700.0,5701100.0,290.22999999999996
13079,0.01075,4.0,19610000.0,1010.0,0.371,214000.0,318000.0,615.97
19484,0.00775,1.008,6860000.0,500.0,0.773,936000.0,2020000.0,349.32
3560,0.01,2.0,11760000.0,669.0,0.453,1050000.0,1318000.0,374.04999999999995
298,0.0051,2.6,11760000.0,3441.0,0.157,884000.0,1744000.0,413.40999999999997
24549,0.01582,2.4384,403000.0,6441.0,-0.0133,507004.0,5088000.0,296.25
19771,0.00801,1.0,9810000.0,500.0,0.696,335000.0,1260000.0,518.76
8807,0.00795,2.0,7840000.0,1439.0,0.511,174000.0,1314000.0,533.37
6721,0.0093,1.219,134000.0,161.4,0.752,156000.0,567000.0,344.05999999999995
4937,0.0112,3.66,10446000.0,7797.0,0.051,453000.0,3092000.0,499.31999999999994
4786,0.0128,1.93,6895000.0,1953.0,0.238,389000.0,2426000.0,477.34
10380,0.00782,0.25,13720000.0,1013.0,-0.148,611000.0,3561000.0,493.58
13224,0.00574,0.625,13790000.0,5356.2,-0.464,1260000.0,9337600.0,342.76
16157,0.008,3.49,2940000.0,2004.0,0.457,583000.0,1574000.0,372.85999999999996
793,0.0152,2.456,4992000.0,2250.0,0.252,234543.0,2284000.0,487.74
3097,0.0131,1.5,1471000.0,507.0,0.617,684000.0,2081000.0,310.16999999999996
7580,0.012,1.2,294000.0,200.0,0.7918,315446.0,1015000.0,331.15
7499,0.007,0.56,6789000.0,3349.0,0.129,172000.0,3776000.0,522.9399999999999
21507,0.0078,6.0,6860000.0,1995.0,0.485,334000.0,680000.0,489.11
11666,0.00782,0.25,15690000.0,1018.0,-0.434,1217000.0,6308000.0,370.63
8421,0.00782,0.25,6860000.0,2991.0,-0.19,671000.0,8563000.0,412.21999999999997
6561,0.0128,0.914,6895000.0,1396.7,0.209,286000.0,2933800.0,499.96
16253,0.008,1.57,4900000.0,2652.0,0.369,85000.0,2350000.0,518.51
18608,0.016,6.0,14700000.0,1004.0,0.392,73000.0,320000.0,603.98
21010,0.00801,3.0,13730000.0,1000.0,0.334,1111000.0,975000.0,377.90999999999997
15575,0.0051,2.6,14710000.0,3527.8,0.316,79000.0,686000.0,603.17
16549,0.00607,0.79,7850000.0,7443.0,0.076,89000.0,2849000.0,550.27
20431,0.00785,1.0,17850000.0,1987.0,0.079,341000.0,1630000.0,582.02
18009,0.011,6.0,12750000.0,983.0,0.408,759000.0,550000.0,451.64
21553,0.00801,6.0,9810000.0,501.0,0.865,458000.0,270000.0,492.28999999999996
22407,0.008,1.0,2970000.0,1008.0,0.606,200000.0,2587000.0,462.59
2357,0.01,1.25,2481000.0,1648.0,0.354,410000.0,3517000.0,403.65
1522,0.00996,0.96,1746000.0,279.0,0.751,693000.0,1542000.0,316.88
17978,0.008,2.54,12750000.0,4000.0,0.189,166000.0,1226000.0,575.8599999999999
1791,0.00999,0.6,2569000.0,678.0,0.513,602000.0,4350000.0,360.21999999999997
17391,0.008,0.69,9800000.0,4990.0,0.042,175000.0,3332000.0,551.0799999999999
20954,0.00799,3.0,9810000.0,4015.0,0.146,490000.0,1819000.0,485.23
3002,0.0131,1.75,3334000.0,332.0,0.825,898000.0,1459000.0,305.47999999999996
18714,0.008,3.49,17660000.0,999.0,0.314,1029000.0,712000.0,433.83
4048,0.01,2.0,15690000.0,927.0,0.2,850000.0,1197000.0,456.99
3868,0.01,2.0,13720000.0,5705.0,0.187,67000.0,1949000.0,598.77
3923,0.01,4.966,13720000.0,1185.0,0.368,565000.0,568000.0,503.65
694,0.01044,1.753,13790000.0,1764.7,0.183,217133.0,1063235.0,574.26
6054,0.01262,3.658,6888000.0,1396.7,0.5,223000.0,1170700.0,513.3499999999999
3783,0.01,1.0,13720000.0,2133.0,-0.075,701000.0,3307000.0,473.49
8690,0.00585,4.0,7840000.0,3308.0,0.388,271000.0,1010000.0,513.27
24307,0.008,1.0,407000.0,201.0,0.677,351000.0,720000.0,334.30999999999995
10954,0.00581,1.0,14710000.0,5030.0,-0.071,836000.0,5546000.0,451.46
18498,0.008,1.6,14700000.0,3191.0,0.023,603000.0,2515000.0,503.7
23377,0.00811,4.0,10030000.0,2507.5,0.326,61000.0,621000.0,574.04
9960,0.01075,6.0,11760000.0,499.0,0.745,250000.0,258000.0,552.66
17296,0.008,1.57,9800000.0,3250.0,0.098,457000.0,2416000.0,492.40999999999997
2761,0.0131,2.5,2991000.0,320.0,0.856,881000.0,1011000.0,302.7
12452,0.00803,4.0,17650000.0,993.0,0.416,372000.0,358000.0,574.8199999999999
12480,0.00805,1.0,17650000.0,2014.0,0.054,372000.0,1732000.0,574.8199999999999
4306,0.01,4.966,17650000.0,1465.0,0.423,158000.0,368000.0,610.22
21131,0.00803,3.0,13730000.0,1997.0,0.165,924000.0,1465000.0,422.17999999999995
16925,0.00607,0.79,9800000.0,2699.0,0.115,373000.0,2686000.0,510.61
10070,0.00472,0.305,13720000.0,3445.0,-0.059,423000.0,4731000.0,533.76
16719,0.008,3.49,7850000.0,1998.0,0.471,175000.0,961000.0,533.27
11455,0.0151,6.0,14710000.0,519.0,0.661,746000.0,473000.0,472.01
13968,0.01,2.0,7000000.0,794.0,0.758,39000.0,1173000.0,551.65
2837,0.0131,2.25,3207000.0,720.0,0.621,815000.0,2002000.0,322.89
2028,0.01,2.0,3423000.0,172.0,0.861,870000.0,514000.0,313.9
5862,0.00558,1.727,7140000.0,1012.0,0.89,636000.0,1610000.0,423.74
14010,0.01001,3.0,3000000.0,2640.0,0.355,430000.0,2351000.0,410.21999999999997
21085,0.00781,3.0,13830000.0,1056.0,0.434,333000.0,554000.0,552.73
20806,0.00801,3.0,9810000.0,2000.0,0.208,1041000.0,1742000.0,356.99
13771,0.01,2.0,16000000.0,926.0,0.2,848000.0,1198000.0,460.23
9565,0.00782,0.25,11760000.0,1504.0,-0.196,723000.0,5607000.0,450.88
12324,0.00782,0.25,17650000.0,1018.0,-0.319,587000.0,2633000.0,532.3499999999999
13043,0.0082,5.34,19610000.0,2010.0,0.425,289000.0,443000.0,604.9
23565,0.00811,5.0,10000000.0,3000.7,0.329,59000.0,597000.0,574.16
23258,0.00811,3.66,16020000.0,1506.8,0.273,577000.0,693000.0,520.45
19263,0.0095,1.84,8274000.0,2706.8,0.233,201363.0,1874070.0,532.04
5927,0.00935,1.727,7070000.0,4050.0,0.1,364000.0,2820000.0,484.88
24322,0.008,1.0,609000.0,100.0,0.811,350000.0,407000.0,350.15999999999997
12995,0.00785,1.65,19610000.0,2291.0,0.147,370000.0,1302000.0,591.5799999999999
7395,0.00598,3.203,6980000.0,2992.6,0.786,-1017000.0,225800.0,558.79
13792,0.01,2.0,18000000.0,212.0,0.779,1050000.0,438000.0,432.27
3727,0.01,1.0,13720000.0,443.0,0.317,1113000.0,1671000.0,377.34
4305,0.01,4.966,17650000.0,1433.0,0.394,161000.0,348000.0,609.79
1934,0.01,2.25,853000.0,203.0,0.857,529000.0,516000.0,321.59999999999997
13686,0.01,2.0,14000000.0,1685.0,0.032,1055000.0,2295000.0,393.71999999999997
12026,0.0146,6.0,15690000.0,555.0,0.647,599000.0,408000.0,512.96
13091,0.01075,5.0,19610000.0,2033.0,0.24,668000.0,892000.0,534.19
18669,0.008,1.57,17700000.0,501.0,0.32,1022000.0,812000.0,435.84999999999997
6474,0.0128,1.93,5171000.0,1328.9,0.439,391000.0,2432200.0,455.21999999999997
8521,0.01075,5.0,6860000.0,1010.0,0.675,497000.0,823000.0,452.54999999999995
314,0.0077,2.6,11760000.0,2422.0,0.162,638000.0,1488000.0,470.25
15070,0.00951,1.73,6870000.0,2083.3,0.264,509000.0,2618000.0,449.91999999999996
11680,0.00782,0.25,15690000.0,1504.0,-0.39,789000.0,4849000.0,470.9
20216,0.008,1.0,13730000.0,2007.0,0.138,265000.0,1690000.0,565.01
23556,0.00811,5.0,6990000.0,2503.6,0.407,474000.0,1104000.0,459.30999999999995
17360,0.008,2.54,9800000.0,3983.0,0.165,266000.0,1527000.0,532.97
19978,0.00775,1.008,10100000.0,4000.0,0.022,381000.0,3130000.0,511.65999999999997
2143,0.01,1.5,3491000.0,648.0,0.733,601000.0,2044000.0,379.40999999999997
2220,0.01,1.5,736000.0,336.0,0.673,464000.0,1040000.0,330.78
16777,0.008,1.57,7850000.0,3239.0,0.182,319000.0,2403000.0,503.12
22588,0.00811,1.0,980000.0,2501.6,0.266,40000.0,2924000.0,443.03
1474,0.00993,1.04,2462000.0,209.0,0.835,480000.0,1007000.0,386.71
9801,0.0082,5.34,11760000.0,2005.0,0.343,538000.0,728000.0,492.56999999999994
6249,0.01,0.35,1100000.0,3285.0,-0.1384,698590.0,9900000.0,292.54999999999995
19133,0.008,0.243,1500000.0,2108.0,-0.021,555000.0,8913000.0,342.03
15954,0.015,4.915,6890000.0,132.0,0.96,17911.0,148000.0,554.56
6176,0.01262,1.829,6964000.0,1369.6,0.38,421000.0,2355200.0,470.98
12062,0.0146,6.0,15690000.0,1638.0,0.208,599000.0,781000.0,512.96
15660,0.0107,4.0,14710000.0,2016.7,0.242,262000.0,690000.0,572.8299999999999
20476,0.00801,3.0,6860000.0,500.0,0.959,144000.0,533000.0,529.45
20763,0.00785,3.0,9810000.0,1034.0,0.592,1028000.0,1219000.0,360.09999999999997
12716,0.01075,6.0,17650000.0,1540.0,0.258,864000.0,735000.0,471.77
5148,0.00998,1.5,6963000.0,919.0,0.527,810000.0,2454000.0,380.62
18527,0.008,1.6,14700000.0,3989.0,0.12,254000.0,1927000.0,574.22
13938,0.01,2.0,20000000.0,1826.0,0.299,159000.0,778000.0,625.81
12308,0.00585,6.0,17650000.0,3370.0,0.251,1041000.0,1014000.0,430.91999999999996
21044,0.00801,3.0,13730000.0,1009.0,0.45,176000.0,453000.0,581.1099999999999
3841,0.01,2.0,13720000.0,722.0,0.38,717000.0,1014000.0,469.88
11563,0.00578,2.0,15690000.0,5050.0,0.095,599000.0,2514000.0,512.96
19157,0.008,0.393,1540000.0,4851.0,-0.111,605000.0,9610000.0,331.40999999999997
12151,0.00578,2.0,17650000.0,3176.0,0.247,378000.0,1347000.0,573.71
2526,0.0129,0.96,2167000.0,303.0,0.707,657000.0,2015000.0,337.28999999999996
16779,0.008,1.57,7850000.0,3239.0,0.205,224000.0,2153000.0,523.22
20296,0.00801,1.002,17650000.0,501.0,0.386,326000.0,650000.0,583.14
19732,0.00801,1.0,6860000.0,4000.0,0.043,316000.0,3040000.0,493.04999999999995
659,0.0108,3.0,19610000.0,498.0,0.328,673000.0,393000.0,533.14
17287,0.008,0.78,9800000.0,3233.0,-0.01,512000.0,4149000.0,480.24
13517,0.01,2.0,8000000.0,1739.0,0.342,456000.0,2065000.0,474.58
3437,0.01,2.0,9800000.0,963.0,0.501,550000.0,1453000.0,471.73
19910,0.00801,1.0,9810000.0,2000.0,0.21,133000.0,1650000.0,559.18
17019,0.008,1.57,9800000.0,1001.0,0.459,638000.0,1588000.0,451.73
7327,0.00598,4.8,6937000.0,2983.6,0.509,-180000.0,524600.0,558.37
4435,0.01001,4.966,19610000.0,2905.0,0.421,188000.0,661000.0,619.46
15528,0.0108,1.0,13730000.0,1511.1,0.123,223000.0,1453000.0,572.77
3637,0.01001,3.0,11760000.0,2817.0,0.126,524000.0,1574000.0,495.64
22597,0.00811,1.0,2010000.0,3011.3,0.225,44000.0,2870000.0,476.08
3873,0.01001,3.0,13720000.0,378.0,0.674,551000.0,402000.0,506.68999999999994
10244,0.00578,3.0,13720000.0,3335.0,0.23,428000.0,1100000.0,532.73
11275,0.0082,5.37,14710000.0,1026.0,0.444,659000.0,445000.0,491.49
993,0.00394,2.08,3315000.0,663.0,0.902,786000.0,747000.0,331.95
6007,0.01146,1.727,7170000.0,2025.0,0.37,52000.0,2030000.0,550.8399999999999
21260,0.008,3.0,17650000.0,500.0,0.67,261000.0,275000.0,594.3
22309,0.00545,2.511,7040000.0,4308.6,0.305,155000.0,1433200.0,529.11
9922,0.01075,4.0,11760000.0,2783.0,0.215,250000.0,950000.0,552.66
13491,0.01,2.0,8000000.0,930.0,0.563,768000.0,1837000.0,402.59999999999997
1628,0.00996,0.96,1344000.0,1195.0,0.402,344000.0,3513000.0,386.74
3821,0.01,2.0,13720000.0,1825.0,0.022,1041000.0,2420000.0,394.47999999999996
1341,0.00993,3.12,1255000.0,694.0,0.713,241000.0,911000.0,407.68999999999994
959,0.00394,2.08,1991000.0,1040.0,0.73,686000.0,1017000.0,325.64
23474,0.00811,4.0,18000000.0,5978.0,0.416,100000.0,1279000.0,620.06
15947,0.015,4.839,6850000.0,271.0,0.97,49635.0,319000.0,548.0999999999999
16913,0.00607,0.79,9800000.0,2199.0,0.257,128000.0,1981000.0,560.03
20674,0.00801,3.0,9810000.0,500.0,0.869,345000.0,495000.0,516.65
15994,0.015,5.143,4190000.0,273.0,0.97,10112.0,330000.0,524.2
12865,0.00578,3.0,19610000.0,3335.0,0.304,457000.0,1071000.0,576.0
20737,0.00801,3.0,9810000.0,1009.0,0.561,242000.0,665000.0,537.92
17984,0.008,5.03,12750000.0,4009.0,0.369,54000.0,763000.0,594.52
4447,0.0151,4.017,4992000.0,1100.0,0.574,237668.0,1207000.0,487.26
24470,0.012,0.6,497000.0,60.0,0.707,503000.0,599000.0,305.52
15534,0.0108,1.0,13730000.0,1994.4,-0.088,708000.0,3295000.0,472.0
16245,0.008,1.57,4900000.0,2206.0,0.422,90000.0,2213000.0,517.47
9649,0.00795,2.0,11760000.0,2004.0,0.151,895000.0,2116000.0,410.81999999999994
11472,0.0151,6.0,14710000.0,1021.0,0.318,655000.0,640000.0,492.37
5569,0.00601,1.0,7100000.0,950.2,0.658,899000.0,2692000.0,361.07
22549,0.008,3.5,3991000.0,2005.0,0.515,57000.0,1052000.0,511.52
20695,0.008,3.0,9810000.0,500.0,0.903,585000.0,593000.0,463.91999999999996
8607,0.00581,1.0,7840000.0,5051.0,0.022,630000.0,4842000.0,433.12
23645,0.00811,5.0,17990000.0,3016.7,0.437,104000.0,542000.0,619.51
20003,0.00801,1.0,9810000.0,4000.0,0.055,201000.0,2150000.0,546.0899999999999
22659,0.00811,1.0,14000000.0,3065.0,0.151,72000.0,1446000.0,599.79
23591,0.00811,5.0,12000000.0,1998.0,0.352,527000.0,765000.0,497.09999999999997
20436,0.00796,1.0,17650000.0,4000.0,-0.388,1123000.0,6460000.0,411.64
18079,0.00384,0.8,14700000.0,4008.0,0.107,357000.0,2273000.0,554.78
17585,0.00607,0.79,12750000.0,4053.0,0.127,60000.0,1623000.0,593.5899999999999
6045,0.01077,0.864,7030000.0,810.0,0.61,34000.0,2400000.0,552.9
13197,0.003,0.5,7100000.0,573.0,0.849,942000.0,1900000.0,350.79999999999995
20032,0.00775,1.008,13830000.0,500.0,0.324,880000.0,1170000.0,433.38
21909,0.01,1.0,10000000.0,677.0,0.376,894000.0,2352000.0,393.94
4212,0.01,2.0,17650000.0,3056.0,0.269,101000.0,1252000.0,617.8499999999999
2152,0.01,1.5,2128000.0,714.0,0.634,500000.0,2017000.0,373.7
10235,0.00578,3.0,13720000.0,3335.0,0.111,1229000.0,2151000.0,349.55999999999995
5003,0.008,0.2,3924000.0,5361.1,-0.0041,174467.0,8980000.0,485.16999999999996
2361,0.01,1.25,3452000.0,2515.0,0.204,422000.0,3933000.0,420.81999999999994
1559,0.00996,0.96,1461000.0,403.0,0.662,607000.0,1986000.0,328.26
20829,0.00801,3.0,9810000.0,2007.0,0.25,1041000.0,1828000.0,356.99
3362,0.00607,1.0,2059000.0,1655.0,0.44,663000.0,3745000.0,333.0
8237,0.00581,1.0,6860000.0,3353.0,0.164,402000.0,3174000.0,474.03
21327,0.00796,3.0,17650000.0,2000.0,0.285,242000.0,653000.0,597.41
13137,0.0151,6.0,19610000.0,1027.0,0.29,673000.0,567000.0,533.14
9539,0.00585,4.0,11760000.0,5003.0,0.311,250000.0,1140000.0,552.66
17982,0.008,5.03,12750000.0,4003.0,0.291,188000.0,839000.0,571.92
5037,0.00998,1.0,6963000.0,407.0,0.733,827000.0,1960000.0,376.58
22879,0.00811,2.0,17940000.0,3001.7,0.101,613000.0,2105000.0,529.5
11039,0.00585,4.0,14710000.0,1499.0,0.371,561000.0,514000.0,512.87
10016,0.0151,6.0,11760000.0,1428.0,0.372,24000.0,443000.0,592.63
4396,0.01001,4.966,19610000.0,731.0,0.426,645000.0,326000.0,538.97
13363,0.01,1.0,14000000.0,2003.0,-0.064,721000.0,3269000.0,471.43999999999994
778,0.0152,2.456,4992000.0,2150.0,0.483,-547814.0,816000.0,536.99
7774,0.00932,3.048,18029800.0,1028.0,0.305,518232.99999999994,591090.0,549.78
8646,0.00578,3.0,7840000.0,1493.0,0.568,630000.0,1044000.0,433.12
9631,0.00795,2.0,11760000.0,1495.0,0.224,985000.0,1849000.0,389.53
9992,0.0151,6.0,11760000.0,519.0,0.684,448000.0,425000.0,512.11
1808,0.00999,0.6,2883000.0,923.0,0.365,593000.0,4808000.0,369.28
464,0.01075,3.0,14710000.0,1004.0,0.393,357000.0,686000.0,554.8599999999999
14120,0.01001,3.0,10000000.0,1576.0,0.383,138000.0,846000.0,559.81
5784,0.00558,0.432,7030000.0,1012.0,0.67,41000.0,3430000.0,551.56
22113,0.0134,3.658,8660000.0,2032.4,0.347,240000.0,1351400.0,527.8199999999999
4226,0.01001,3.0,17650000.0,1014.0,0.219,609000.0,667000.0,527.74
10931,0.00581,1.0,14710000.0,1499.0,0.092,836000.0,2011000.0,451.46
3141,0.0131,1.5,2942000.0,935.0,0.413,812000.0,3165000.0,318.21
10667,0.0108,1.0,13720000.0,2711.0,0.112,98000.0,1659000.0,593.99
13591,0.01,2.0,12000000.0,398.0,0.683,1054000.0,930000.0,375.38
15484,0.0077,2.6,11790000.0,2419.4,0.162,627000.0,1490000.0,473.01
7393,0.00598,3.203,6980000.0,2190.9,0.431,488000.0,1147200.0,456.01
6073,0.01262,3.658,6612000.0,2590.0,0.325,307000.0,1711700.0,492.17999999999995
11724,0.008,1.645,15690000.0,1233.0,0.235,485000.0,1069000.0,536.96
1875,0.01,2.5,1393000.0,563.0,0.701,477000.0,1046000.0,356.91999999999996
15536,0.0108,1.0,13730000.0,1994.4,-0.05,527000.0,2544000.0,511.95
12048,0.0146,6.0,15690000.0,1091.0,0.318,502000.0,536000.0,533.45
19348,0.0095,1.84,15169000.0,1339.2,0.146,493584.0,1110560.0,530.93
4968,0.0104,1.75,13790000.0,1763.0,0.196,164000.0,987000.0,583.5999999999999
2285,0.01,1.25,1393000.0,369.0,0.744,587000.0,1513000.0,330.65999999999997
18339,0.008,1.57,14700000.0,1601.0,0.125,603000.0,1495000.0,503.7
21372,0.00781,3.0,17460000.0,1970.0,0.155,998000.0,1443000.0,439.12
11828,0.0082,5.34,15690000.0,1010.0,0.522,175000.0,265000.0,594.72
16352,0.008,3.49,4900000.0,999.0,0.784,240000.0,857000.0,485.28
1180,0.00776,2.08,1589000.0,844.0,0.636,293000.0,1199000.0,407.05999999999995
13501,0.01,2.0,8000000.0,317.0,0.952,603000.0,783000.0,441.13
9268,0.0082,6.0,9800000.0,2783.0,0.367,306000.0,752000.0,524.73
13066,0.0108,1.0,19610000.0,1504.0,-0.237,566000.0,1708000.0,555.01
8323,0.00578,3.0,6860000.0,3335.0,0.409,23000.0,1033000.0,553.3
5604,0.00785,1.0,3040000.0,874.0,0.64,770000.0,3285000.0,330.29999999999995
1358,0.00993,3.12,294000.0,166.0,0.989,78000.0,293000.0,387.63
4621,0.0151,3.163,5041000.0,3060.0,0.311,-45398.0,1652000.0,540.26
21859,0.00778,6.0,17950000.0,2019.0,0.308,1011000.0,820000.0,440.88
23299,0.00811,4.0,1000000.0,2004.1,0.352,46000.0,767000.0,442.53999999999996
22760,0.00811,2.0,6960000.0,6034.8,0.216,50000.0,2295000.0,549.14
13465,0.01,2.0,7000000.0,4474.0,0.03,627000.0,3764000.0,424.17999999999995
536,0.0074,3.8,17650000.0,2261.0,0.309,372000.0,697000.0,574.8199999999999
215,0.00384,1.549,9800000.0,3934.0,0.339,79000.0,1300000.0,569.03
19935,0.00799,1.0,9810000.0,2002.0,0.163,387000.0,2410000.0,507.71
10768,0.0108,3.0,13720000.0,2781.0,0.141,318000.0,1189000.0,554.81
8531,0.01075,5.0,6860000.0,1999.0,0.456,125000.0,878000.0,533.31
21410,0.00801,3.0,17650000.0,4000.0,0.305,211000.0,1252000.0,602.3299999999999
22210,0.0134,3.658,17326000.0,2048.7,0.264,323000.0,1018400.0,581.19
3749,0.01,1.0,13720000.0,1454.0,-0.072,1022000.0,3422000.0,398.97999999999996
4765,0.0152,2.366,6472000.0,1090.0,0.463,225932.0,1624000.0,508.49
5355,0.00998,3.0,6963000.0,1892.0,0.385,703000.0,2019000.0,405.92999999999995
15601,0.0077,2.6,14710000.0,2750.0,0.09,829000.0,1884000.0,453.06999999999994
20541,0.008,3.0,6860000.0,995.0,0.744,343000.0,981000.0,487.13
21966,0.01,1.0,14000000.0,624.0,0.216,860000.0,1702000.0,439.55999999999995
2862,0.0131,2.25,2354000.0,502.0,0.669,782000.0,1472000.0,312.08
18293,0.008,1.57,14700000.0,2195.0,0.116,463000.0,1642000.0,533.45
14591,0.01,4.966,16000000.0,566.0,0.67,157000.0,221000.0,599.62
15827,0.0108,3.0,19620000.0,2002.8,0.127,473000.0,995000.0,573.1099999999999
21736,0.00803,6.0,13530000.0,1999.0,0.331,368000.0,490000.0,543.42
18459,0.008,1.6,14700000.0,3169.0,0.11,309000.0,1705000.0,564.02
12057,0.0146,6.0,15690000.0,1643.0,0.18,502000.0,675000.0,533.45
8234,0.00581,1.0,6860000.0,3353.0,0.108,671000.0,4057000.0,412.21999999999997
13827,0.01,2.0,20000000.0,203.0,0.566,1410000.0,441000.0,369.08
21854,0.00778,6.0,17750000.0,1984.0,0.234,1436000.0,1030000.0,337.79999999999995
12245,0.00585,4.0,17650000.0,4951.0,0.158,1046000.0,2107000.0,429.75
7398,0.00598,3.203,6966000.0,2983.6,0.412,57000.0,922300.0,547.8499999999999
19734,0.00801,1.0,6860000.0,4000.0,0.07,245000.0,2810000.0,508.37
9035,0.00585,5.0,9800000.0,1499.0,0.458,726000.0,582000.0,431.40999999999997
22245,0.0134,3.658,18671000.0,2047.2,0.245,464000.0,1201200.0,566.0699999999999
11628,0.00585,4.0,15690000.0,3318.0,0.3,401000.0,838000.0,553.8599999999999
21313,0.00785,3.0,17550000.0,1074.0,0.376,390000.0,493000.0,570.67
20345,0.008,1.0,17650000.0,979.0,-0.17,1093000.0,1850000.0,418.71
18273,0.008,3.49,14710000.0,2004.0,0.167,1137000.0,1458000.0,380.71
22419,0.008,1.0,2997000.0,2972.0,0.303,34000.0,3301000.0,499.68999999999994
23648,0.00811,5.0,18000000.0,249.9,0.8,614000.0,125000.0,529.8399999999999
19205,0.008,0.393,2480000.0,4694.0,-0.108,585000.0,9209000.0,362.2
21123,0.00801,3.0,13730000.0,2000.0,0.188,570000.0,1028000.0,502.65
7736,0.00932,3.048,14030900.0,1026.7,0.451,85829.0,444185.0,597.89
24004,0.006,0.68,101300.0,118.4,0.7616,293624.0,528000.0,303.04999999999995
23280,0.00811,3.66,18010000.0,1249.3,0.297,611000.0,582000.0,530.56
12736,0.0151,6.0,17650000.0,519.0,0.547,773000.0,405000.0,492.21
10785,0.01075,4.0,13720000.0,1010.0,0.431,324000.0,539000.0,553.64
20660,0.00781,3.0,6860000.0,3983.0,0.27,375000.0,2026000.0,480.04999999999995
22317,0.00545,2.511,5030000.0,4364.4,0.337,104000.0,1553600.0,516.26
6636,0.0093,2.438,118000.0,119.3,0.838,247000.0,241000.0,318.58
21712,0.00771,6.0,13830000.0,1014.0,0.507,1099000.0,530000.0,381.69
18511,0.008,1.57,14700000.0,3978.0,0.069,362000.0,2226000.0,553.8
7457,0.007,0.98,7498000.0,2936.0,0.278,128000.0,2850000.0,539.23
13992,0.01,2.0,9000000.0,400.0,0.933,81000.0,685000.0,562.0699999999999
9030,0.00585,4.0,9800000.0,5003.0,0.316,266000.0,1251000.0,532.97
3228,0.01,2.0,1079000.0,614.0,0.514,566000.0,1229000.0,323.39
10311,0.00585,5.0,13720000.0,1499.0,0.426,885000.0,587000.0,431.21999999999997
16094,0.008,3.49,2940000.0,1005.0,0.714,383000.0,938000.0,419.96999999999997
18434,0.008,5.03,14700000.0,2709.0,0.26,556000.0,886000.0,513.86
7716,0.00932,3.048,11066100.0,2033.0,0.227,602667.0,1379210.0,471.86
17947,0.008,0.97,12750000.0,3989.0,0.063,248000.0,2681000.0,560.79
16365,0.008,3.49,4900000.0,2004.0,0.508,37000.0,967000.0,528.38
22751,0.00811,2.0,7010000.0,751.4,0.863,54000.0,1031000.0,548.87
22966,0.00811,3.0,7020000.0,2010.5,0.46,477000.0,1588000.0,458.96999999999997
3470,0.01001,3.0,9800000.0,1515.0,0.366,513000.0,1257000.0,480.02
4236,0.01001,3.0,17650000.0,2390.0,0.138,611000.0,1453000.0,527.3199999999999
1116,0.00776,3.12,1089000.0,266.0,0.96,220000.0,354000.0,405.99
190,0.00384,0.799,9800000.0,5013.0,0.088,406000.0,3150000.0,503.52
16988,0.008,0.78,9800000.0,1000.0,0.384,266000.0,1996000.0,532.97
3027,0.0131,1.75,1863000.0,226.0,0.848,761000.0,1002000.0,304.06
3248,0.01,2.0,2059000.0,1019.0,0.516,766000.0,2220000.0,308.34
13431,0.01,1.0,20000000.0,369.0,0.048,1389000.0,1307000.0,374.12
7911,0.00581,1.0,5880000.0,3353.0,0.205,353000.0,3309000.0,473.16999999999996
6433,0.0128,1.93,8274000.0,2779.8,0.194,97000.0,1722400.0,552.67
13820,0.01,2.0,18000000.0,2117.0,-0.128,1073000.0,2577000.0,426.89
9669,0.00795,2.0,11760000.0,2815.0,0.155,255000.0,1232000.0,551.69
16708,0.008,1.57,7850000.0,2195.0,0.356,110000.0,1755000.0,546.2
6354,0.01,0.35,1100000.0,1464.2,-0.0193,551103.0,5360000.0,327.84999999999997
1456,0.00993,1.04,3070000.0,192.0,0.886,493000.0,952000.0,396.83
19190,0.008,0.243,1990000.0,2116.0,-0.058,624000.0,8929000.0,340.44
11584,0.00578,3.0,15690000.0,3335.0,0.103,1044000.0,1821000.0,411.78
2547,0.0129,0.96,2677000.0,387.0,0.684,655000.0,2471000.0,350.03
2373,0.01,1.0,1755000.0,163.0,0.891,738000.0,999000.0,306.38
7692,0.00932,3.048,11066100.0,1025.3,0.484,56754.0,519529.0,582.52
13486,0.01,2.0,8000000.0,697.0,0.66,883000.0,1599000.0,375.34
4848,0.00622,0.91,6895000.0,1844.0,0.307,599000.0,3338000.0,429.45
16018,0.015,5.296,2080000.0,1354.0,0.45,323609.0,1122000.0,414.03
12399,0.00795,2.0,17650000.0,1495.0,0.033,1132000.0,1697000.0,409.51
22137,0.0134,3.658,12082000.0,2081.6,0.18,379000.0,1129100.0,529.37
14377,0.01001,3.0,20000000.0,1858.0,0.387,215000.0,686000.0,618.81
12068,0.0146,6.0,15690000.0,1651.0,0.34,112000.0,447000.0,604.43
10416,0.00795,2.0,13720000.0,985.0,0.248,1308000.0,1535000.0,330.57
24107,0.006,0.8,502000.0,99.0,0.737,529000.0,386000.0,299.69
17328,0.008,0.78,9800000.0,3988.0,-0.026,443000.0,4163000.0,495.48
