D,L,P,G,Xchf,DHin,CHF,Tin
0.01,1.75,2040.0,147.0,0.907,733.0,513.0,42.58
0.01,1.75,1677.0,147.0,0.909,692.0,513.0,41.85
0.01,1.75,1442.0,147.0,0.918,658.0,515.0,42.25
0.01,1.75,1245.0,149.0,0.903,629.0,516.0,41.95
0.01,1.75,1108.0,153.0,0.878,602.0,516.0,42.86
0.01,1.75,549.0,166.0,0.827,474.0,524.0,43.22
0.01,1.75,892.0,154.0,0.885,561.0,521.0,42.77
0.01,1.75,775.0,157.0,0.87,536.0,521.0,42.61
0.01,1.75,3462.0,292.0,0.893,789.0,986.0,60.89
0.01,1.75,3177.0,298.0,0.868,770.0,989.0,59.92
0.01,1.75,2962.0,299.0,0.862,755.0,989.0,59.13
0.01,1.75,2893.0,299.0,0.86,752.0,989.0,58.39
0.01,1.75,2658.0,302.0,0.851,731.0,989.0,58.28
0.01,1.75,2373.0,302.0,0.853,706.0,989.0,57.6
0.01,1.75,1903.0,307.0,0.838,655.0,989.0,57.44
0.01,1.75,2040.0,308.0,0.843,659.0,993.0,60.29
0.01,1.75,1677.0,317.0,0.819,614.0,996.0,60.52
0.01,1.75,1275.0,331.0,0.785,556.0,999.0,60.57
0.01,1.75,1540.0,322.0,0.81,590.0,999.0,61.85
0.01,1.75,824.0,388.0,0.656,461.0,1001.0,63.2
0.01,1.75,647.0,445.0,0.561,414.0,1006.0,64.2
0.01,1.75,2157.0,298.0,0.876,657.0,982.0,63.88
0.01,1.75,3481.0,504.0,0.807,673.0,1510.0,88.96
0.01,1.75,3217.0,518.0,0.775,663.0,1514.0,86.28
0.01,1.75,3020.0,510.0,0.788,657.0,1514.0,83.75
0.01,1.75,2824.0,518.0,0.776,639.0,1518.0,83.92
0.01,1.75,2687.0,526.0,0.758,633.0,1518.0,82.35
0.01,1.75,2609.0,526.0,0.759,626.0,1518.0,82.26
0.01,1.75,2501.0,532.0,0.746,618.0,1518.0,81.68
0.01,1.75,2344.0,532.0,0.749,602.0,1518.0,81.74
0.01,1.75,2187.0,553.0,0.71,586.0,1518.0,81.61
0.01,1.75,2010.0,566.0,0.692,570.0,1522.0,80.73
0.01,1.75,1863.0,580.0,0.672,552.0,1522.0,80.9
0.01,1.75,1648.0,622.0,0.61,539.0,1528.0,77.52
0.01,1.75,1432.0,653.0,0.584,496.0,1532.0,80.62
0.01,1.75,1314.0,685.0,0.551,475.0,1532.0,81.38
0.01,1.75,1255.0,682.0,0.551,462.0,1518.0,82.25
0.01,1.75,1138.0,714.0,0.526,435.0,1518.0,84.02
0.01,1.75,971.0,776.0,0.478,398.0,1515.0,85.51
0.01,1.75,834.0,839.0,0.444,358.0,1521.0,88.29
0.01,1.75,686.0,909.0,0.412,316.0,1523.0,89.99
0.01,1.75,3452.0,778.0,0.697,568.0,1999.0,113.36
0.01,1.75,3226.0,787.0,0.683,560.0,1999.0,110.94
0.01,1.75,2805.0,803.0,0.66,540.0,1999.0,107.05
0.01,1.75,3011.0,791.0,0.669,563.0,1999.0,105.92
0.01,1.75,2648.0,824.0,0.64,525.0,2001.0,107.16
0.01,1.75,2471.0,856.0,0.619,497.0,2010.0,109.74
0.01,1.75,2236.0,893.0,0.594,464.0,2012.0,111.85
0.01,1.75,2050.0,940.0,0.563,435.0,2016.0,113.89
0.01,1.75,1814.0,1008.0,0.525,396.0,2021.0,116.52
0.01,1.75,1451.0,1163.0,0.45,337.0,2026.0,119.01
0.01,1.75,1579.0,1134.0,0.46,355.0,2026.0,119.01
0.01,1.75,1275.0,1243.0,0.415,317.0,2026.0,117.42
0.01,1.75,3383.0,1271.0,0.511,468.0,2494.0,135.63
0.01,1.75,3070.0,1321.0,0.489,442.0,2494.0,135.67
0.01,1.75,3236.0,1286.0,0.504,459.0,2494.0,134.94
0.01,1.75,2962.0,1321.0,0.487,440.0,2491.0,133.95
0.01,1.75,2824.0,1350.0,0.474,426.0,2486.0,134.35
0.01,1.75,2667.0,1395.0,0.458,410.0,2491.0,134.71
0.01,1.75,2550.0,1432.0,0.447,395.0,2496.0,135.61
0.01,1.75,2432.0,1478.0,0.431,381.0,2493.0,136.16
0.01,1.75,2187.0,1541.0,0.418,353.0,2504.0,136.75
0.01,1.75,1961.0,1676.0,0.381,321.0,2504.0,138.31
0.01,1.75,3334.0,1731.0,0.405,434.0,2853.0,142.67
0.01,1.75,3256.0,1767.0,0.394,425.0,2846.0,143.29
0.01,1.75,3364.0,1741.0,0.405,428.0,2850.0,144.63
0.01,1.75,3020.0,1839.0,0.385,393.0,2855.0,146.12
0.01,1.75,3432.0,1752.0,0.403,427.0,2852.0,146.13
0.01,1.75,3119.0,1829.0,0.386,400.0,2852.0,146.46
0.01,1.5,3383.0,648.0,0.734,582.0,2033.0,108.74
0.01,1.5,3491.0,648.0,0.733,601.0,2044.0,106.26
0.01,1.5,3256.0,653.0,0.71,601.0,2031.0,101.8
0.01,1.5,3187.0,657.0,0.698,602.0,2026.0,100.21
0.01,1.5,3040.0,663.0,0.69,593.0,2028.0,99.39
0.01,1.5,2952.0,657.0,0.705,585.0,2036.0,99.48
0.01,1.5,2815.0,663.0,0.687,573.0,2015.0,99.44
0.01,1.5,2599.0,668.0,0.682,552.0,2012.0,99.65
0.01,1.5,2393.0,688.0,0.661,529.0,2017.0,100.3
0.01,1.5,2265.0,705.0,0.642,515.0,2017.0,100.49
0.01,1.5,2128.0,714.0,0.634,500.0,2017.0,100.55
0.01,1.5,2030.0,729.0,0.618,487.0,2014.0,101.03
0.01,1.5,1853.0,758.0,0.594,462.0,2019.0,102.03
0.01,1.5,1785.0,768.0,0.591,448.0,2028.0,103.36
0.01,1.5,1628.0,812.0,0.555,420.0,2025.0,105.2
0.01,1.5,1491.0,843.0,0.534,397.0,2025.0,106.18
0.01,1.5,1363.0,896.0,0.499,372.0,2025.0,107.65
0.01,1.5,1089.0,1004.0,0.448,310.0,2026.0,111.64
0.01,1.5,873.0,1133.0,0.399,257.0,2028.0,114.24
0.01,1.5,3501.0,969.0,0.581,530.0,2509.0,123.24
0.01,1.5,3540.0,973.0,0.584,521.0,2509.0,126.08
0.01,1.5,3197.0,992.0,0.571,498.0,2509.0,125.02
0.01,1.5,3001.0,1013.0,0.554,486.0,2509.0,123.93
0.01,1.5,2873.0,1035.0,0.542,475.0,2514.0,123.87
0.01,1.5,2785.0,1046.0,0.534,468.0,2514.0,123.64
0.01,1.5,2697.0,1062.0,0.528,455.0,2516.0,124.79
0.01,1.5,2471.0,1113.0,0.502,428.0,2516.0,126.04
0.01,1.5,2609.0,1099.0,0.513,430.0,2516.0,128.72
0.01,1.5,2344.0,1149.0,0.488,404.0,2516.0,128.67
0.01,1.5,2157.0,1196.0,0.469,380.0,2518.0,129.65
0.01,1.5,1961.0,1244.0,0.453,357.0,2528.0,129.86
0.01,1.5,1834.0,1291.0,0.436,343.0,2534.0,129.59
0.01,1.5,1657.0,1377.0,0.411,312.0,2541.0,131.59
0.01,1.5,1422.0,1437.0,0.4,274.0,2542.0,132.83
0.01,1.5,3413.0,1484.0,0.434,454.0,3023.0,139.47
0.01,1.5,3217.0,1525.0,0.421,441.0,3029.0,138.79
0.01,1.5,3060.0,1532.0,0.426,422.0,3035.0,140.15
0.01,1.5,2893.0,1576.0,0.413,407.0,3035.0,140.25
0.01,1.5,2785.0,1636.0,0.394,394.0,3031.0,141.02
0.01,1.5,2648.0,1660.0,0.389,380.0,3027.0,141.31
0.01,1.5,2432.0,1736.0,0.374,355.0,3033.0,142.24
0.01,1.5,3442.0,2432.0,0.241,438.0,3506.0,143.75
0.01,1.5,3275.0,121.0,0.942,870.0,515.0,37.9
0.01,1.5,3020.0,120.0,0.983,829.0,520.0,42.61
0.01,1.5,2834.0,123.0,0.953,814.0,520.0,42.28
0.01,1.5,2667.0,123.0,0.947,800.0,518.0,41.96
0.01,1.5,2530.0,121.0,0.959,792.0,518.0,40.74
0.01,1.5,2383.0,121.0,0.966,776.0,520.0,41.08
0.01,1.5,2216.0,121.0,0.967,758.0,520.0,41.22
0.01,1.5,2069.0,126.0,0.913,743.0,520.0,40.97
0.01,1.5,1922.0,126.0,0.916,727.0,521.0,40.75
0.01,1.5,1775.0,126.0,0.918,710.0,521.0,40.54
0.01,1.5,1687.0,126.0,0.892,699.0,510.0,40.48
0.01,1.5,1638.0,126.0,0.891,695.0,510.0,39.9
0.01,1.5,1432.0,128.0,0.881,669.0,510.0,39.26
0.01,1.5,1147.0,128.0,0.894,623.0,513.0,39.46
0.01,1.5,981.0,128.0,0.898,593.0,513.0,39.39
0.01,1.5,863.0,128.0,0.901,569.0,513.0,39.39
0.01,1.5,765.0,133.0,0.861,545.0,513.0,39.9
0.01,1.5,696.0,136.0,0.833,528.0,513.0,39.96
0.01,1.5,3530.0,259.0,0.864,832.0,1015.0,51.86
0.01,1.5,3256.0,263.0,0.846,810.0,1015.0,51.91
0.01,1.5,3138.0,263.0,0.852,802.0,1020.0,51.48
0.01,1.5,2981.0,264.0,0.842,791.0,1017.0,50.91
0.01,1.5,2775.0,264.0,0.843,773.0,1017.0,50.82
0.01,1.5,2687.0,264.0,0.848,764.0,1020.0,51.03
0.01,1.5,2638.0,264.0,0.849,759.0,1020.0,51.13
0.01,1.5,2511.0,264.0,0.851,747.0,1021.0,51.08
0.01,1.5,2383.0,264.0,0.853,734.0,1021.0,51.14
0.01,1.5,2226.0,265.0,0.848,718.0,1021.0,51.06
0.01,1.5,1559.0,272.0,0.839,636.0,1028.0,51.47
0.01,1.5,1755.0,267.0,0.858,663.0,1028.0,51.19
0.01,1.5,2050.0,267.0,0.858,690.0,1028.0,53.14
0.01,1.5,1373.0,278.0,0.827,598.0,1032.0,54.16
0.01,1.5,1128.0,294.0,0.775,555.0,1034.0,54.95
0.01,1.5,1069.0,303.0,0.744,544.0,1032.0,55.07
0.01,1.5,1020.0,312.0,0.721,533.0,1035.0,55.53
0.01,1.5,883.0,321.0,0.702,502.0,1035.0,56.44
0.01,1.5,736.0,336.0,0.673,464.0,1040.0,57.63
0.01,1.5,3423.0,394.0,0.868,741.0,1495.0,71.64
0.01,1.5,3325.0,395.0,0.864,733.0,1495.0,71.68
0.01,1.5,3148.0,394.0,0.873,719.0,1499.0,71.54
0.01,1.5,2981.0,398.0,0.863,704.0,1500.0,71.72
0.01,1.5,2873.0,402.0,0.852,694.0,1500.0,71.84
0.01,1.5,2648.0,407.0,0.843,672.0,1504.0,72.17
0.01,1.5,2383.0,411.0,0.836,644.0,1505.0,72.66
0.01,1.5,2108.0,416.0,0.826,614.0,1505.0,72.87
0.01,1.5,1961.0,431.0,0.793,594.0,1510.0,73.66
0.01,1.5,1677.0,448.0,0.757,556.0,1510.0,74.38
0.01,1.5,1451.0,471.0,0.715,522.0,1511.0,75.08
0.01,1.5,1393.0,480.0,0.703,505.0,1511.0,77.1
0.01,1.5,1138.0,527.0,0.631,459.0,1512.0,78.3
0.01,1.5,1079.0,543.0,0.611,442.0,1512.0,79.86
0.01,1.5,961.0,577.0,0.576,409.0,1517.0,82.43
0.01,1.5,824.0,623.0,0.536,370.0,1526.0,84.91
0.01,1.5,696.0,692.0,0.478,328.0,1524.0,87.73
0.01,1.25,3501.0,101.0,0.894,885.0,497.0,38.62
0.01,1.25,3001.0,102.0,0.895,844.0,503.0,38.62
0.01,1.25,2883.0,101.0,0.92,836.0,506.0,38.06
0.01,1.25,2716.0,100.0,0.946,825.0,510.0,37.06
0.01,1.25,3325.0,102.0,0.909,877.0,510.0,37.19
0.01,1.25,2550.0,100.0,0.961,808.0,515.0,37.37
0.01,1.25,2540.0,100.0,0.954,809.0,513.0,36.9
0.01,1.25,2207.0,102.0,0.922,776.0,513.0,36.68
0.01,1.25,1971.0,105.0,0.892,750.0,513.0,36.61
0.01,1.25,1912.0,102.0,0.926,741.0,513.0,37.11
0.01,1.25,1755.0,102.0,0.928,721.0,513.0,37.3
0.01,1.25,1275.0,105.0,0.9,653.0,511.0,37.36
0.01,1.25,1147.0,102.0,0.933,634.0,512.0,36.83
0.01,1.25,951.0,102.0,0.933,598.0,510.0,36.78
0.01,1.25,775.0,102.0,0.931,564.0,508.0,35.91
0.01,1.25,647.0,105.0,0.913,530.0,510.0,36.45
0.01,1.25,2873.0,208.0,0.852,824.0,988.0,40.72
0.01,1.25,2589.0,210.0,0.846,798.0,988.0,40.67
0.01,1.25,2746.0,210.0,0.844,808.0,985.0,41.8
0.01,1.25,2501.0,210.0,0.846,784.0,985.0,41.98
0.01,1.25,2177.0,210.0,0.854,753.0,989.0,41.42
0.01,1.25,2079.0,207.0,0.87,742.0,989.0,41.47
0.01,1.25,2020.0,210.0,0.855,735.0,989.0,41.55
0.01,1.25,1912.0,214.0,0.835,723.0,989.0,41.42
0.01,1.25,1775.0,210.0,0.856,712.0,989.0,40.06
0.01,1.25,1687.0,211.0,0.856,690.0,989.0,42.64
0.01,1.25,1402.0,211.0,0.866,649.0,993.0,42.99
0.01,1.25,1089.0,220.0,0.827,596.0,993.0,43.49
0.01,1.25,932.0,225.0,0.81,566.0,996.0,43.54
0.01,1.25,686.0,221.0,0.849,504.0,1003.0,45.1
0.01,1.25,637.0,251.0,0.722,489.0,1004.0,45.63
0.01,1.25,3599.0,328.0,0.854,821.0,1524.0,55.77
0.01,1.25,3481.0,332.0,0.84,811.0,1524.0,55.98
0.01,1.25,3413.0,332.0,0.845,805.0,1528.0,56.13
0.01,1.25,3315.0,332.0,0.845,797.0,1528.0,56.17
0.01,1.25,3128.0,334.0,0.839,782.0,1525.0,56.07
0.01,1.25,3089.0,334.0,0.836,779.0,1521.0,56.0
0.01,1.25,2903.0,335.0,0.833,762.0,1521.0,56.21
0.01,1.25,2187.0,339.0,0.84,692.0,1537.0,56.28
0.01,1.25,2795.0,340.0,0.827,748.0,1532.0,57.24
0.01,1.25,2363.0,341.0,0.83,707.0,1536.0,57.11
0.01,1.25,2383.0,342.0,0.834,706.0,1545.0,57.84
0.01,1.25,2628.0,339.0,0.815,730.0,1508.0,57.84
0.01,1.25,1912.0,345.0,0.8,655.0,1504.0,57.7
0.01,1.25,1804.0,354.0,0.776,642.0,1508.0,57.68
0.01,1.25,3403.0,330.0,0.855,804.0,1528.0,56.18
0.01,1.25,1559.0,359.0,0.769,611.0,1513.0,57.46
0.01,1.25,1393.0,369.0,0.744,587.0,1513.0,57.51
0.01,1.25,1236.0,373.0,0.738,562.0,1513.0,57.63
0.01,1.25,1138.0,402.0,0.668,545.0,1513.0,57.76
0.01,1.25,853.0,430.0,0.627,484.0,1519.0,59.22
0.01,1.25,775.0,457.0,0.582,462.0,1519.0,60.31
0.01,1.25,628.0,494.0,0.537,424.0,1528.0,60.59
0.01,1.25,3579.0,464.0,0.808,740.0,2001.0,74.78
0.01,1.25,3403.0,469.0,0.8,727.0,2009.0,74.6
0.01,1.25,3197.0,469.0,0.798,718.0,2010.0,72.76
0.01,1.25,3070.0,472.0,0.792,708.0,2015.0,72.6
0.01,1.25,3011.0,476.0,0.787,697.0,2015.0,74.02
0.01,1.25,2775.0,475.0,0.791,675.0,2011.0,74.26
0.01,1.25,2569.0,484.0,0.775,652.0,2012.0,75.14
0.01,1.25,2256.0,496.0,0.752,618.0,2012.0,75.73
0.01,1.25,2285.0,490.0,0.773,617.0,2021.0,76.7
0.01,1.25,2363.0,498.0,0.757,617.0,2018.0,78.62
0.01,1.25,1932.0,517.0,0.728,570.0,2022.0,78.57
0.01,1.25,2089.0,510.0,0.735,588.0,2018.0,78.57
0.01,1.25,1726.0,538.0,0.692,544.0,2023.0,78.75
0.01,1.25,1648.0,557.0,0.663,530.0,2023.0,79.67
0.01,1.25,1471.0,579.0,0.636,506.0,2027.0,79.58
0.01,1.25,1265.0,619.0,0.584,475.0,2023.0,79.53
0.01,1.25,1128.0,663.0,0.549,429.0,2028.0,85.03
0.01,1.25,1030.0,696.0,0.525,398.0,2029.0,88.2
0.01,1.25,941.0,724.0,0.504,380.0,2034.0,88.39
0.01,1.25,3501.0,696.0,0.691,575.0,2495.0,112.61
0.01,1.25,3285.0,696.0,0.69,565.0,2495.0,110.9
0.01,1.25,3207.0,695.0,0.685,572.0,2495.0,107.72
0.01,1.25,3148.0,700.0,0.676,576.0,2500.0,105.61
0.01,1.25,2834.0,716.0,0.66,550.0,2506.0,105.3
0.01,1.25,2932.0,704.0,0.678,550.0,2500.0,107.37
0.01,1.25,2569.0,704.0,0.665,559.0,2511.0,97.3
0.01,1.25,2412.0,758.0,0.628,491.0,2511.0,109.77
0.01,1.25,2638.0,745.0,0.647,493.0,2506.0,114.52
0.01,1.25,2207.0,778.0,0.615,457.0,2507.0,112.77
0.01,1.25,2079.0,796.0,0.597,447.0,2507.0,111.82
0.01,1.25,1795.0,856.0,0.549,413.0,2513.0,111.95
0.01,1.25,1716.0,869.0,0.537,407.0,2509.0,111.01
0.01,1.25,1579.0,889.0,0.525,392.0,2514.0,110.27
0.01,1.25,1432.0,968.0,0.486,349.0,2521.0,115.52
0.01,1.25,1177.0,1081.0,0.446,280.0,2531.0,122.34
0.01,1.25,1010.0,1208.0,0.402,228.0,2513.0,127.54
0.01,1.25,902.0,1238.0,0.39,219.0,2513.0,124.63
0.01,1.25,3344.0,984.0,0.566,510.0,2982.0,125.02
0.01,1.25,3550.0,965.0,0.566,550.0,2982.0,119.42
0.01,1.25,3403.0,957.0,0.572,547.0,2987.0,117.4
0.01,1.25,3079.0,971.0,0.56,528.0,2983.0,115.59
0.01,1.25,3001.0,985.0,0.552,521.0,2989.0,115.66
0.01,1.25,2775.0,1002.0,0.548,496.0,2995.0,116.82
0.01,1.25,2658.0,1021.0,0.536,484.0,2996.0,117.09
0.01,1.25,2373.0,1075.0,0.507,452.0,3002.0,118.06
0.01,1.25,2256.0,1101.0,0.493,439.0,3003.0,118.26
0.01,1.25,2050.0,1161.0,0.469,408.0,3009.0,120.26
0.01,1.25,1853.0,1213.0,0.449,381.0,3010.0,121.19
0.01,1.25,1765.0,1253.0,0.434,367.0,3010.0,121.92
0.01,1.25,1638.0,1306.0,0.416,344.0,3005.0,123.48
0.01,1.25,1540.0,1329.0,0.411,328.0,3005.0,124.11
0.01,1.25,1461.0,1382.0,0.395,312.0,3005.0,125.24
0.01,1.25,1353.0,1434.0,0.387,284.0,3005.0,128.06
0.01,1.25,3511.0,1482.0,0.346,503.0,3299.0,129.78
0.01,1.25,3334.0,1450.0,0.359,500.0,3301.0,127.19
0.01,1.25,3540.0,1431.0,0.363,516.0,3306.0,127.26
0.01,1.25,3423.0,1458.0,0.35,517.0,3312.0,124.86
0.01,1.25,3344.0,1463.0,0.38,458.0,3312.0,137.24
0.01,1.25,3099.0,1465.0,0.357,491.0,3318.0,124.73
0.01,1.25,3040.0,1491.0,0.384,484.0,3508.0,125.19
0.01,1.25,2932.0,1501.0,0.384,475.0,3514.0,125.1
0.01,1.25,2844.0,1530.0,0.378,463.0,3521.0,126.08
0.01,1.25,2746.0,1532.0,0.383,449.0,3522.0,127.28
0.01,1.25,2442.0,1626.0,0.36,416.0,3522.0,128.18
0.01,1.25,2363.0,1665.0,0.353,400.0,3522.0,130.06
0.01,1.25,2648.0,1587.0,0.369,433.0,3522.0,128.89
0.01,1.25,2481.0,1648.0,0.354,410.0,3517.0,130.5
0.01,1.25,2285.0,1705.0,0.344,390.0,3523.0,130.52
0.01,1.25,2157.0,1768.0,0.334,367.0,3523.0,132.71
0.01,1.25,2089.0,1781.0,0.334,357.0,3523.0,133.29
0.01,1.25,3452.0,2515.0,0.204,422.0,3933.0,147.67
0.01,1.0,3501.0,159.0,0.902,920.0,999.0,30.23
0.01,1.0,3364.0,159.0,0.899,906.0,995.0,30.99
0.01,1.0,3109.0,159.0,0.9,884.0,995.0,31.24
0.01,1.0,2942.0,159.0,0.906,870.0,999.0,31.16
0.01,1.0,2775.0,163.0,0.88,855.0,1002.0,31.17
0.01,1.0,2628.0,163.0,0.882,839.0,1002.0,31.73
0.01,1.0,2511.0,160.0,0.905,826.0,1002.0,32.15
0.01,1.0,2530.0,160.0,0.906,827.0,1002.0,32.36
0.01,1.0,2216.0,160.0,0.908,795.0,1002.0,32.36
0.01,1.0,2040.0,160.0,0.905,776.0,999.0,32.28
0.01,1.0,1814.0,163.0,0.89,745.0,999.0,33.31
0.01,1.0,1755.0,163.0,0.891,738.0,999.0,33.23
0.01,1.0,1569.0,167.0,0.866,712.0,999.0,33.61
0.01,1.0,1373.0,164.0,0.888,683.0,999.0,33.81
0.01,1.0,1157.0,171.0,0.856,645.0,1005.0,34.61
0.01,1.0,1089.0,172.0,0.851,629.0,1005.0,35.59
0.01,1.0,1010.0,172.0,0.859,613.0,1009.0,35.93
0.01,1.0,932.0,173.0,0.854,595.0,1009.0,36.59
0.01,1.0,598.0,192.0,0.758,511.0,1008.0,37.79
0.01,1.0,814.0,181.0,0.809,563.0,1005.0,38.27
0.01,1.0,726.0,186.0,0.786,538.0,1005.0,39.35
0.01,1.0,3521.0,270.0,0.799,846.0,1523.0,48.34
0.01,1.0,3275.0,270.0,0.803,824.0,1523.0,48.93
0.01,1.0,3138.0,272.0,0.795,813.0,1519.0,48.85
0.01,1.0,2893.0,272.0,0.797,792.0,1519.0,48.82
0.01,1.0,2824.0,273.0,0.792,786.0,1519.0,48.77
0.01,1.0,2324.0,274.0,0.804,733.0,1531.0,49.93
0.01,1.0,2187.0,277.0,0.796,717.0,1531.0,50.3
0.01,1.0,1422.0,280.0,0.8,620.0,1536.0,50.64
0.01,1.0,2059.0,277.0,0.801,697.0,1531.0,51.71
0.01,1.0,1746.0,279.0,0.801,650.0,1531.0,54.03
0.01,1.0,1716.0,279.0,0.798,643.0,1523.0,54.79
0.01,1.0,1804.0,279.0,0.795,650.0,1519.0,55.76
0.01,1.0,1422.0,287.0,0.771,598.0,1515.0,55.91
0.01,1.0,1147.0,289.0,0.772,554.0,1519.0,55.98
0.01,1.0,804.0,336.0,0.645,481.0,1519.0,57.35
0.01,1.0,990.0,316.0,0.697,517.0,1523.0,57.99
0.01,1.0,628.0,359.0,0.609,430.0,1527.0,59.15
0.01,1.0,3511.0,364.0,0.773,815.0,1981.0,55.58
0.01,1.0,3432.0,365.0,0.77,810.0,1981.0,55.3
0.01,1.0,3275.0,368.0,0.773,783.0,1985.0,58.74
0.01,1.0,3285.0,366.0,0.772,798.0,1990.0,55.35
0.01,1.0,3158.0,366.0,0.776,788.0,1995.0,55.24
0.01,1.0,3030.0,368.0,0.775,780.0,2000.0,54.55
0.01,1.0,2952.0,369.0,0.776,766.0,2000.0,56.29
0.01,1.0,2844.0,366.0,0.789,754.0,2004.0,56.87
0.01,1.0,2314.0,373.0,0.784,688.0,2004.0,60.45
0.01,1.0,2491.0,369.0,0.798,702.0,2009.0,61.38
0.01,1.0,2716.0,369.0,0.799,723.0,2014.0,61.49
0.01,1.0,2040.0,387.0,0.763,647.0,2023.0,63.16
0.01,1.0,1883.0,393.0,0.755,626.0,2033.0,63.81
0.01,1.0,1716.0,395.0,0.726,604.0,1981.0,64.11
0.01,1.0,1491.0,408.0,0.708,566.0,1990.0,65.94
0.01,1.0,1089.0,447.0,0.638,498.0,1990.0,66.92
0.01,1.0,1275.0,432.0,0.664,520.0,1985.0,69.17
0.01,1.0,922.0,476.0,0.597,456.0,1990.0,69.35
0.01,1.0,726.0,517.0,0.544,411.0,1985.0,69.72
0.01,1.0,667.0,538.0,0.516,398.0,1980.0,69.28
0.01,1.0,3472.0,469.0,0.787,753.0,2509.0,69.69
0.01,1.0,3128.0,476.0,0.773,725.0,2514.0,69.71
0.01,1.0,3158.0,483.0,0.758,727.0,2514.0,69.83
0.01,1.0,3364.0,475.0,0.775,744.0,2514.0,69.8
0.01,1.0,2726.0,489.0,0.751,689.0,2519.0,69.84
0.01,1.0,2903.0,484.0,0.759,706.0,2519.0,69.61
0.01,1.0,2511.0,498.0,0.734,668.0,2519.0,69.98
0.01,1.0,2589.0,486.0,0.743,675.0,2483.0,70.11
0.01,1.0,2334.0,495.0,0.728,648.0,2483.0,70.51
0.01,1.0,2059.0,514.0,0.693,621.0,2483.0,69.89
0.01,1.0,2236.0,496.0,0.73,631.0,2483.0,72.12
0.01,1.0,1814.0,532.0,0.671,579.0,2483.0,73.03
0.01,1.0,1697.0,550.0,0.644,563.0,2483.0,73.32
0.01,1.0,1530.0,561.0,0.632,538.0,2483.0,73.94
0.01,1.0,1098.0,646.0,0.537,463.0,2488.0,75.66
0.01,1.0,1442.0,577.0,0.613,518.0,2483.0,75.72
0.01,1.0,1314.0,600.0,0.586,499.0,2488.0,75.65
0.01,1.0,1206.0,609.0,0.58,481.0,2493.0,75.8
0.01,1.0,3491.0,670.0,0.68,583.0,2983.0,110.53
0.01,1.0,3256.0,680.0,0.674,564.0,3000.0,110.57
0.01,1.0,2952.0,719.0,0.618,549.0,2995.0,108.03
0.01,1.0,3060.0,704.0,0.625,567.0,2977.0,105.97
0.01,1.0,2844.0,719.0,0.604,552.0,2965.0,105.04
0.01,1.0,2707.0,724.0,0.609,534.0,2983.0,106.34
0.01,1.0,2462.0,729.0,0.609,511.0,2989.0,106.21
0.01,1.0,2363.0,744.0,0.587,514.0,2989.0,103.14
0.01,1.0,2050.0,768.0,0.574,472.0,2995.0,105.13
0.01,1.0,2157.0,753.0,0.59,486.0,3006.0,104.62
0.01,1.0,1755.0,835.0,0.543,403.0,3024.0,113.13
0.01,1.0,1461.0,893.0,0.502,368.0,3018.0,112.03
0.01,1.0,1275.0,945.0,0.472,332.0,2995.0,113.87
0.01,1.0,1089.0,1000.0,0.452,289.0,2995.0,116.61
0.01,1.0,951.0,1035.0,0.445,253.0,2995.0,118.96
0.01,1.0,824.0,1070.0,0.437,224.0,3000.0,119.53
0.01,1.0,3432.0,941.0,0.564,488.0,3492.0,131.85
0.01,1.0,3177.0,945.0,0.556,481.0,3485.0,128.63
0.01,1.0,3158.0,945.0,0.548,491.0,3479.0,125.9
0.01,1.0,2932.0,952.0,0.543,479.0,3479.0,124.16
0.00998,0.4,3040.0,1234.0,-0.001,890.0,6842.0,28.4
0.00998,0.4,3040.0,1348.0,-0.013,890.0,7287.0,28.4
0.00998,0.4,3040.0,1300.0,-0.005,890.0,7143.0,28.4
0.00998,0.4,3040.0,1565.0,-0.069,890.0,7477.0,28.4
0.013,1.0,3334.0,134.0,0.802,933.0,1022.0,23.94
0.013,1.0,3334.0,135.0,0.799,933.0,1026.0,23.94
0.013,1.0,2550.0,136.0,0.801,866.0,1033.0,23.48
0.013,1.0,2550.0,136.0,0.789,864.0,1023.0,23.95
0.013,1.0,2059.0,136.0,0.795,809.0,1020.0,24.89
0.013,1.0,2059.0,136.0,0.784,810.0,1006.0,24.65
0.013,1.0,1569.0,136.0,0.787,743.0,1003.0,26.18
0.013,1.0,1079.0,138.0,0.75,665.0,969.0,26.54
0.013,1.0,1079.0,138.0,0.787,666.0,1003.0,26.3
0.0129,0.96,1559.0,133.0,0.767,675.0,965.0,42.14
0.0129,0.96,1373.0,132.0,0.774,652.0,958.0,41.23
0.0129,0.96,1245.0,131.0,0.778,629.0,954.0,41.95
0.0129,0.96,1098.0,131.0,0.779,602.0,950.0,42.43
0.0129,0.96,1118.0,129.0,0.791,614.0,950.0,40.41
0.0129,0.96,1491.0,126.0,0.809,672.0,951.0,40.58
0.0129,0.96,1216.0,131.0,0.772,624.0,948.0,42.01
0.0129,0.96,1069.0,127.0,0.799,600.0,939.0,41.66
0.0129,0.96,941.0,127.0,0.798,576.0,934.0,41.57
0.0129,0.96,932.0,131.0,0.761,572.0,930.0,42.1
0.0129,0.96,451.0,135.0,0.758,453.0,930.0,40.61
0.0129,0.96,2942.0,220.0,0.701,791.0,1517.0,50.09
0.0129,0.96,2991.0,205.0,0.767,796.0,1496.0,49.92
