,D,L,P,G,Xchf,DHin,CHF,Tin,L/D
6109,0.0094,5.563,6964000.0,5627.4,0.252,326000.0,1622700.0,492.03999999999996,591.8085106382978
6110,0.0094,5.563,6964000.0,5491.8,0.298,244000.0,1556500.0,509.73,591.8085106382978
6111,0.0094,5.563,6964000.0,5491.8,0.304,181000.0,1432500.0,522.96,591.8085106382978
6112,0.0094,5.563,6964000.0,5342.6,0.315,154000.0,1369100.0,528.51,591.8085106382978
6113,0.0094,5.563,6964000.0,5410.4,0.323,102000.0,1290500.0,539.0,591.8085106382978
6114,0.00953,1.727,6895000.0,2020.4,0.324,337000.0,2301000.0,488.84999999999997,181.21720881427072
6115,0.00953,1.727,6964000.0,2088.2,0.261,519000.0,2620800.0,448.74,181.21720881427072
6116,0.00953,1.727,6895000.0,2088.2,0.264,509000.0,2615200.0,450.21999999999997,181.21720881427072
6117,0.00953,1.727,6964000.0,2020.4,0.359,191000.0,2027800.0,520.88,181.21720881427072
6118,0.00953,1.727,6964000.0,4217.2,0.052,477000.0,3202500.0,458.31999999999994,181.21720881427072
6119,0.00953,1.727,6826000.0,4230.7,0.053,484000.0,3254300.0,455.11,181.21720881427072
6120,0.00953,1.727,6964000.0,4162.9,0.074,384000.0,2813000.0,479.24,181.21720881427072
6121,0.00953,1.727,7033000.0,4081.6,0.117,274000.0,2499100.0,504.08,181.21720881427072
6122,0.00953,1.727,6964000.0,4095.1,0.107,293000.0,2536600.0,499.21999999999997,181.21720881427072
6123,0.00953,1.727,6895000.0,4068.0,0.125,254000.0,2457100.0,506.84,181.21720881427072
6124,0.00953,1.727,6895000.0,4054.4,0.132,228000.0,2363700.0,512.37,181.21720881427072
6125,0.00953,1.727,6964000.0,3986.6,0.165,156000.0,2193400.0,528.11,181.21720881427072
6126,0.00953,1.727,6964000.0,1328.9,0.511,249000.0,1874800.0,508.66999999999996,181.21720881427072
6127,0.00953,1.727,6964000.0,1437.4,0.37,691000.0,2487100.0,408.77,181.21720881427072
6128,0.00953,1.727,6964000.0,1410.2,0.419,542000.0,2282400.0,443.45,181.21720881427072
6129,0.00953,1.727,6929000.0,1356.0,0.511,321000.0,2045400.0,492.74,181.21720881427072
6130,0.00953,1.727,6895000.0,1342.4,0.531,214000.0,1891500.0,515.3199999999999,181.21720881427072
6131,0.00953,1.727,6929000.0,2115.4,0.236,584000.0,2733500.0,433.34,181.21720881427072
6132,0.00953,1.727,6929000.0,2047.6,0.322,381000.0,2433500.0,479.51,181.21720881427072
6133,0.00953,1.727,6895000.0,1979.8,0.38,221000.0,2168200.0,513.8499999999999,181.21720881427072
6134,0.00953,1.727,6964000.0,2088.2,0.268,526000.0,2670700.0,447.13,181.21720881427072
6135,0.00953,1.727,6964000.0,4230.7,0.048,495000.0,3289900.0,454.21999999999997,181.21720881427072
6136,0.00953,1.727,6964000.0,4190.0,0.087,340000.0,2685800.0,488.96999999999997,181.21720881427072
6137,0.00953,1.727,6964000.0,4081.6,0.112,284000.0,2522700.0,501.15999999999997,181.21720881427072
6138,0.00953,1.727,6964000.0,3932.4,0.222,77000.0,2191500.0,543.94,181.21720881427072
6139,0.00953,1.727,6964000.0,4095.1,0.114,279000.0,2522700.0,502.24,181.21720881427072
6140,0.00953,1.727,6964000.0,4190.0,0.07,419000.0,2992500.0,471.41999999999996,181.21720881427072
6141,0.00953,1.727,6964000.0,4122.2,0.092,321000.0,2587400.0,493.13,181.21720881427072
6142,0.00953,1.727,6964000.0,5518.9,0.026,400000.0,3299700.0,475.67999999999995,181.21720881427072
6143,0.00953,1.727,6964000.0,5424.0,0.054,291000.0,2736300.0,499.65,181.21720881427072
6144,0.00953,3.048,6964000.0,2061.1,0.395,465000.0,1709800.0,461.04999999999995,319.8321091290661
6145,0.00953,3.048,6964000.0,2020.4,0.433,179000.0,1306000.0,523.37,319.8321091290661
6146,0.00953,3.048,6964000.0,2088.2,0.4,342000.0,1536300.0,488.53,319.8321091290661
6147,0.00953,3.048,6964000.0,2793.4,0.319,351000.0,1809200.0,486.54999999999995,319.8321091290661
6148,0.00953,3.048,6964000.0,2725.6,0.35,233000.0,1615800.0,512.0699999999999,319.8321091290661
6149,0.00953,3.048,6964000.0,4122.2,0.218,330000.0,2102900.0,491.15999999999997,319.8321091290661
6150,0.00953,3.048,6964000.0,4162.9,0.196,388000.0,2204700.0,478.34999999999997,319.8321091290661
6151,0.00953,3.048,6964000.0,4000.2,0.266,181000.0,1810400.0,522.96,319.8321091290661
6152,0.00953,3.048,6964000.0,5708.8,0.048,500000.0,2521500.0,453.08,319.8321091290661
6153,0.00953,3.048,6964000.0,5491.8,0.156,254000.0,2063100.0,507.59999999999997,319.8321091290661
6154,0.01262,1.829,6964000.0,664.4,0.571,433000.0,1487700.0,468.28,144.92868462757528
6155,0.01262,1.829,6964000.0,623.8,0.742,144000.0,1374800.0,530.55,144.92868462757528
6156,0.01262,1.829,6964000.0,637.3,0.718,270000.0,1505400.0,504.17999999999995,144.92868462757528
6157,0.01262,2.743,6964000.0,705.1,0.73,437000.0,1247000.0,467.38,217.35340729001584
6158,0.01262,2.743,6964000.0,678.0,0.791,277000.0,1153600.0,502.66999999999996,217.35340729001584
6159,0.01262,2.743,6964000.0,664.4,0.812,186000.0,1087100.0,521.92,217.35340729001584
6160,0.01262,3.658,6964000.0,664.4,0.841,186000.0,842300.0,521.92,289.85736925515056
6161,0.01262,3.658,6964000.0,650.9,0.879,328000.0,939800.0,491.59999999999997,289.85736925515056
6162,0.01262,4.572,6998000.0,678.0,0.841,254000.0,711000.0,507.96999999999997,362.2820919175912
6163,0.01262,4.572,6964000.0,691.6,0.818,337000.0,749500.0,489.63,362.2820919175912
6164,0.01262,4.572,6964000.0,650.9,0.885,135000.0,669700.0,532.38,362.2820919175912
6165,0.01262,4.572,6964000.0,650.9,0.901,112000.0,669700.0,537.01,362.2820919175912
6166,0.01262,5.563,6826000.0,691.6,0.826,328000.0,618300.0,490.03999999999996,440.80824088748017
6167,0.01262,5.563,6826000.0,678.0,0.842,307000.0,618300.0,494.63,440.80824088748017
6168,0.01262,5.563,6964000.0,678.0,0.829,274000.0,589600.0,503.31999999999994,440.80824088748017
6169,0.01262,5.563,6964000.0,678.0,0.846,256000.0,589600.0,507.16999999999996,440.80824088748017
6170,0.01262,5.563,6964000.0,705.1,0.866,272000.0,637900.0,503.75,440.80824088748017
6171,0.01262,5.563,6964000.0,691.6,0.948,181000.0,637900.0,522.96,440.80824088748017
6172,0.01262,5.563,7033000.0,705.1,0.827,477000.0,690200.0,459.12,440.80824088748017
6173,0.01262,5.563,6964000.0,678.0,0.841,519000.0,687400.0,448.74,440.80824088748017
6174,0.01262,1.829,6964000.0,1356.0,0.417,228000.0,2001000.0,513.12,144.92868462757528
6175,0.01262,1.829,6964000.0,1315.3,0.46,84000.0,1757100.0,542.56,144.92868462757528
6176,0.01262,1.829,6964000.0,1369.6,0.38,421000.0,2355200.0,470.98,144.92868462757528
6177,0.01262,1.829,7033000.0,1437.4,0.346,407000.0,2289900.0,474.9,144.92868462757528
6178,0.01262,1.829,6964000.0,1396.7,0.35,426000.0,2308500.0,469.84999999999997,144.92868462757528
6179,0.01262,2.743,6964000.0,1356.0,0.494,363000.0,1733100.0,483.9,217.35340729001584
6180,0.01262,2.743,6964000.0,1383.1,0.503,272000.0,1629400.0,503.75,217.35340729001584
6181,0.01262,2.743,6964000.0,1328.9,0.539,128000.0,1441000.0,533.8,217.35340729001584
6182,0.01262,2.743,6757000.0,1274.6,0.573,21000.0,1308200.0,552.64,217.35340729001584
6183,0.01262,3.658,6757000.0,1383.1,0.496,319000.0,1281100.0,491.21999999999997,289.85736925515056
6184,0.01262,4.572,6964000.0,1328.9,0.528,244000.0,955800.0,509.73,362.2820919175912
6185,0.01262,4.572,6929000.0,1356.0,0.51,365000.0,1065600.0,483.05999999999995,362.2820919175912
6186,0.01262,4.572,6895000.0,1288.2,0.571,102000.0,860900.0,538.29,362.2820919175912
6187,0.01262,5.563,6723000.0,1342.4,0.568,156000.0,776300.0,525.52,440.80824088748017
6188,0.01262,5.563,6792000.0,1328.9,0.586,221000.0,835700.0,512.72,440.80824088748017
6189,0.01262,5.563,6723000.0,1356.0,0.538,319000.0,870400.0,490.84,440.80824088748017
6190,0.01262,1.829,6964000.0,2074.7,0.186,444000.0,2592100.0,465.79999999999995,144.92868462757528
6191,0.01262,1.829,6964000.0,2047.6,0.22,347000.0,2388700.0,487.42999999999995,144.92868462757528
6192,0.01262,1.829,6895000.0,2020.4,0.242,277000.0,2236900.0,501.90999999999997,144.92868462757528
6193,0.01262,1.829,6757000.0,1979.8,0.305,158000.0,2123700.0,525.48,144.92868462757528
6194,0.01262,1.829,6964000.0,1979.8,0.293,160000.0,2047000.0,527.29,144.92868462757528
6195,0.01262,2.743,6964000.0,2034.0,0.333,295000.0,1854900.0,498.78999999999996,217.35340729001584
6196,0.01262,2.743,6964000.0,2047.6,0.326,354000.0,1988000.0,485.89,217.35340729001584
6197,0.01262,2.743,6757000.0,1993.3,0.382,86000.0,1513600.0,540.03,217.35340729001584
6198,0.01262,2.743,6964000.0,1979.8,0.37,149000.0,1598100.0,529.54,217.35340729001584
6199,0.01262,3.658,7033000.0,1952.6,0.406,107000.0,1208200.0,538.72,289.85736925515056
6200,0.01262,3.658,7102000.0,2061.1,0.341,386000.0,1596200.0,480.36,289.85736925515056
6201,0.01262,3.658,6964000.0,2020.4,0.388,247000.0,1443500.0,509.09,289.85736925515056
6202,0.01262,3.658,7033000.0,1993.3,0.396,195000.0,1360300.0,520.79,289.85736925515056
6203,0.01262,3.658,6964000.0,1939.1,0.419,60000.0,1152400.0,547.25,289.85736925515056
6204,0.01262,2.743,6964000.0,2779.8,0.192,414000.0,2240100.0,472.54999999999995,217.35340729001584
6205,0.01262,2.743,6964000.0,2712.0,0.247,267000.0,1987700.0,504.81999999999994,217.35340729001584
6206,0.01262,2.743,6964000.0,2657.8,0.285,188000.0,1875700.0,521.51,217.35340729001584
6207,0.01262,2.743,6964000.0,2617.1,0.321,84000.0,1692400.0,542.56,217.35340729001584
6208,0.01262,3.658,6688000.0,2752.7,0.283,328000.0,1790900.0,488.46,289.85736925515056
6209,0.01262,3.658,6929000.0,2603.5,0.345,119000.0,1427100.0,535.24,289.85736925515056
6210,0.01262,3.658,6757000.0,1356.0,0.512,207000.0,1152400.0,515.28,289.85736925515056
6211,0.01262,4.572,7481000.0,2644.2,0.337,158000.0,1190900.0,533.04,362.2820919175912
6212,0.01262,4.572,6964000.0,2698.4,0.335,279000.0,1448900.0,502.24,362.2820919175912
6213,0.01262,4.572,6964000.0,2657.8,0.352,195000.0,1322400.0,520.05,362.2820919175912
6214,0.01262,5.563,6998000.0,2698.4,0.367,212000.0,1156500.0,516.86,440.80824088748017
6215,0.01262,5.563,7447000.0,2725.6,0.348,286000.0,1258100.0,505.98,440.80824088748017
6216,0.01262,5.563,6688000.0,2671.3,0.379,174000.0,1116100.0,521.42,440.80824088748017
6217,0.01262,2.743,6964000.0,3973.1,0.117,321000.0,2227100.0,493.13,217.35340729001584
6218,0.01262,2.743,6964000.0,3796.8,0.237,86000.0,1889300.0,542.17,217.35340729001584
6219,0.01262,3.658,6964000.0,3905.3,0.238,226000.0,1941000.0,513.55,289.85736925515056
6220,0.01262,3.658,6895000.0,3973.1,0.186,328000.0,2053000.0,490.81999999999994,289.85736925515056
6221,0.01262,3.658,6964000.0,3823.9,0.278,128000.0,1771600.0,533.8,289.85736925515056
6222,0.01262,3.658,6826000.0,3810.4,0.288,105000.0,1748900.0,536.97,289.85736925515056
6223,0.01262,3.658,6964000.0,5410.4,0.082,372000.0,2260900.0,481.90999999999997,289.85736925515056
6224,0.01262,3.658,6964000.0,5125.7,0.247,79000.0,1939100.0,543.55,289.85736925515056
6225,0.01262,3.658,6964000.0,5274.8,0.158,223000.0,2038800.0,514.18,289.85736925515056
6226,0.01262,3.658,6826000.0,5356.2,0.111,309000.0,2155900.0,494.18999999999994,289.85736925515056
6227,0.01262,3.658,7033000.0,5261.3,0.158,214000.0,1995000.0,516.8199999999999,289.85736925515056
6228,0.01262,4.572,6998000.0,4000.2,0.281,228000.0,1771900.0,513.49,362.2820919175912
6229,0.01262,4.572,6998000.0,3932.4,0.307,144000.0,1620500.0,530.91,362.2820919175912
6230,0.01262,4.572,6998000.0,3986.6,0.249,340000.0,1938500.0,489.34999999999997,362.2820919175912
6231,0.01262,4.572,7033000.0,5410.4,0.186,274000.0,2018900.0,504.08,362.2820919175912
6232,0.01262,4.572,6998000.0,5234.2,0.266,107000.0,1771900.0,538.3599999999999,362.2820919175912
6233,0.01262,4.572,6998000.0,5518.9,0.109,393000.0,2061199.9999999998,477.63,362.2820919175912
6234,0.01262,4.572,6998000.0,5478.2,0.145,335000.0,2030300.0,490.45,362.2820919175912
6235,0.01262,4.572,7033000.0,5302.0,0.253,160000.0,1915800.0,528.01,362.2820919175912
6236,0.01262,5.563,6964000.0,4000.2,0.275,361000.0,1727800.0,484.34,440.80824088748017
6237,0.01262,5.563,6964000.0,4068.0,0.279,309000.0,1648900.0,495.75,440.80824088748017
6238,0.01262,5.563,6964000.0,4013.8,0.293,233000.0,1501600.0,512.0699999999999,440.80824088748017
6239,0.01262,5.563,6964000.0,3986.6,0.294,214000.0,1458100.0,516.0699999999999,440.80824088748017
6240,0.01262,5.563,6964000.0,3946.0,0.303,156000.0,1341000.0,528.11,440.80824088748017
6241,0.01262,5.563,6998000.0,5207.0,0.288,174000.0,1751700.0,524.77,440.80824088748017
6242,0.01262,5.563,6998000.0,5302.0,0.263,258000.0,1916700.0,507.12,440.80824088748017
6243,0.01262,5.563,6998000.0,5410.4,0.19,384000.0,2007600.0,479.63,440.80824088748017
6244,0.01262,5.563,6998000.0,5261.3,0.269,214000.0,1797500.0,516.4399999999999,440.80824088748017
6245,0.01262,5.563,6998000.0,5193.5,0.276,158000.0,1640700.0,528.06,440.80824088748017
6246,0.01262,5.563,6964000.0,5329.1,0.25,279000.0,1937200.0,502.24,440.80824088748017
6247,0.01,0.35,2390000.0,1884.4,-0.0787,858840.0,9600000.0,294.54999999999995,35.0
6248,0.01,0.35,2410000.0,2330.0,-0.1503,866705.0,9800000.0,293.15,35.0
6249,0.01,0.35,1100000.0,3285.0,-0.1384,698590.0,9900000.0,292.54999999999995,35.0
6250,0.01,0.35,1100000.0,2673.8,-0.1292,690228.0,8250000.0,294.54999999999995,35.0
6251,0.01,0.35,1100000.0,1909.9,-0.0952,705699.0,7030000.0,290.84999999999997,35.0
6252,0.01,0.35,2940000.0,2673.8,-0.2101,915973.0,10270000.0,293.25,35.0
6253,0.01,0.35,2940000.0,2673.8,-0.1982,883001.0,10050000.0,301.15,35.0
6254,0.01,0.35,2940000.0,1909.9,-0.1425,917643.0,9020000.0,292.84999999999997,35.0
6255,0.01,0.35,2940000.0,1362.4,-0.1063,920983.0,7100000.0,292.04999999999995,35.0
6256,0.01,0.35,1340000.0,3272.2,-0.1579,731910.0,9850000.0,294.04999999999995,35.0
6257,0.01,0.35,1370000.0,2673.8,-0.1399,740660.0,8900000.0,293.04999999999995,35.0
6258,0.01,0.35,1350000.0,1884.4,-0.0994,734696.0,7260000.0,293.75,35.0
6259,0.01,0.35,1350000.0,3272.2,-0.1333,660763.0,9320000.0,311.45,35.0
6260,0.01,0.35,1360000.0,2673.8,-0.118,654351.0,8070000.0,313.34999999999997,35.0
6261,0.01,0.35,1330000.0,1909.9,-0.0799,649755.0,6720000.0,313.34999999999997,35.0
6262,0.01,0.35,2120000.0,3208.6,-0.1516,692564.0,9350000.0,327.54999999999995,35.0
6263,0.01,0.35,2120000.0,2686.5,-0.136,692982.0,8400000.0,327.45,35.0
6264,0.01,0.35,2120000.0,1897.1,-0.1024,705097.0,6950000.0,324.54999999999995,35.0
6265,0.01,0.35,2130000.0,2673.8,-0.1292,689068.0,8530000.0,328.65,35.0
6266,0.01,0.35,2170000.0,3272.2,-0.2038,831635.0,10520000.0,295.54999999999995,35.0
6267,0.01,0.35,2160000.0,2673.8,-0.1858,843917.0,9470000.0,292.34999999999997,35.0
6268,0.01,0.35,2130000.0,1909.9,-0.1382,842730.0,7960000.0,291.84999999999997,35.0
6269,0.01,0.35,2120000.0,1349.6,-0.1079,837452.0,6120000.0,292.84999999999997,35.0
6270,0.01,0.35,2190000.0,3272.2,-0.2132,847998.0,10500000.0,292.15,35.0
6271,0.01,0.35,2150000.0,3272.2,-0.1558,672033.0,8880000.0,333.25,35.0
6272,0.01,0.35,3080000.0,2852.1,-0.2094,925127.0,11220000.0,293.95,35.0
6273,0.01,0.35,3090000.0,2673.8,-0.2119,930567.0,10540000.0,292.84999999999997,35.0
6274,0.01,0.35,3080000.0,2330.0,-0.1806,929719.0,10100000.0,292.84999999999997,35.0
6275,0.01,0.35,3080000.0,1909.9,-0.1634,930554.0,8710000.0,292.65,35.0
6276,0.01,0.35,3070000.0,1349.6,-0.0776,931374.0,7640000.0,292.25,35.0
6277,0.01,0.35,1380000.0,1349.6,-0.0663,749274.0,5970000.0,291.34999999999997,35.0
6278,0.01,0.35,1400000.0,1909.9,-0.1036,750591.0,7470000.0,291.75,35.0
6279,0.01,0.35,1410000.0,2330.0,-0.1136,736191.0,8550000.0,295.54999999999995,35.0
6280,0.01,0.35,1360000.0,2673.8,-0.1189,724100.0,9370000.0,296.65,35.0
6281,0.01,0.35,2120000.0,2673.8,-0.1357,692982.0,8370000.0,327.45,35.0
6282,0.01,0.35,2190000.0,1884.4,-0.105,712724.0,6950000.0,324.54999999999995,35.0
6283,0.01,0.35,1610000.0,1858.9,-0.1058,781490.0,7660000.0,291.45,35.0
6284,0.01,0.35,1100000.0,1222.3,-0.0379,701099.0,5460000.0,291.95,35.0
6285,0.01,0.35,2210000.0,1591.6,-0.0802,854322.0,8010000.0,291.15,35.0
6286,0.01,0.35,2220000.0,1846.2,-0.1096,853718.0,8560000.0,291.54999999999995,35.0
6287,0.01,0.35,1590000.0,929.5,-0.0083,779629.0,5070000.0,291.25,35.0
6288,0.01,0.35,1590000.0,1222.3,-0.0458,785065.0,6080000.0,289.95,35.0
6289,0.01,0.35,1580000.0,1464.2,-0.0661,779108.0,6810000.0,291.04999999999995,35.0
6290,0.01,0.35,1590000.0,1591.6,-0.0651,771687.0,7340000.0,293.15,35.0
6291,0.01,0.35,3070000.0,1591.6,-0.1345,935550.0,7900000.0,291.25,35.0
6292,0.01,0.35,2570000.0,1222.3,-0.0581,894557.0,6880000.0,290.25,35.0
6293,0.01,0.35,2580000.0,1451.5,-0.0818,889669.0,7670000.0,291.65,35.0
6294,0.01,0.35,2580000.0,1591.6,-0.0961,885910.0,8070000.0,292.54999999999995,35.0
6295,0.01,0.35,2670000.0,1846.2,-0.1336,897364.0,8620000.0,291.84999999999997,35.0
6296,0.01,0.35,2170000.0,929.5,-0.0119,852106.0,5510000.0,290.65,35.0
6297,0.01,0.35,2180000.0,1222.3,-0.0804,854860.0,6150000.0,290.25,35.0
6298,0.01,0.35,2200000.0,1464.2,-0.0815,854087.0,7340000.0,290.95,35.0
6299,0.01,0.35,3040000.0,929.5,-0.0054,920881.0,6050000.0,294.15,35.0
6300,0.01,0.35,3050000.0,1209.6,-0.0702,939274.0,7030000.0,289.95,35.0
6301,0.01,0.35,3050000.0,1464.2,-0.1052,935097.0,7810000.0,290.95,35.0
6302,0.01,0.35,3050000.0,1553.4,-0.0815,931757.0,8720000.0,291.75,35.0
6303,0.01,0.35,3050000.0,1808.0,-0.1367,933845.0,8900000.0,291.25,35.0
6304,0.01,0.35,3070000.0,929.5,-0.022,938474.0,5970000.0,290.54999999999995,35.0
6305,0.01,0.35,3080000.0,1553.4,-0.1124,937235.0,8170000.0,291.04999999999995,35.0
6306,0.01,0.35,2980000.0,2992.1,-0.1676,758777.0,9780000.0,331.75,35.0
6307,0.01,0.35,2990000.0,2673.8,-0.1526,764659.0,9370000.0,330.54999999999995,35.0
6308,0.01,0.35,2970000.0,2330.0,-0.1201,757907.0,9020000.0,331.75,35.0
6309,0.01,0.35,2960000.0,1909.9,-0.1075,771655.0,7890000.0,328.25,35.0
6310,0.01,0.35,2980000.0,2673.8,-0.145,768385.0,9700000.0,329.45,35.0
6311,0.01,0.35,2080000.0,1909.9,-0.1044,733650.0,7330000.0,316.65,35.0
6312,0.01,0.35,2140000.0,2317.3,-0.1271,742790.0,8350000.0,316.04999999999995,35.0
6313,0.01,0.35,2190000.0,2673.8,-0.1384,720660.0,8820000.0,322.65,35.0
6314,0.01,0.35,2250000.0,3004.9,-0.1483,719126.0,9500000.0,324.54999999999995,35.0
6315,0.01,0.35,2220000.0,3259.5,-0.1576,698812.0,9420000.0,328.65,35.0
6316,0.01,0.35,2250000.0,3756.1,-0.1696,688207.0,9980000.0,331.95,35.0
6317,0.01,0.35,2980000.0,3285.0,-0.1943,765879.0,9780000.0,330.04999999999995,35.0
6318,0.01,0.35,1390000.0,2317.3,-0.1313,744920.0,8070000.0,292.75,35.0
6319,0.01,0.35,1410000.0,2673.8,-0.1475,755837.0,8920000.0,290.84999999999997,35.0
6320,0.01,0.35,1430000.0,2992.1,-0.164,753345.0,9250000.0,292.15,35.0
6321,0.01,0.35,1450000.0,3272.2,-0.1702,753750.0,9850000.0,292.75,35.0
6322,0.01,0.35,1480000.0,3756.1,-0.1935,753467.0,10100000.0,293.84999999999997,35.0
6323,0.01,0.35,1450000.0,3234.0,-0.1339,646825.0,8900000.0,318.34999999999997,35.0
6324,0.01,0.35,1420000.0,2673.8,-0.108,639100.0,8170000.0,319.15,35.0
6325,0.01,0.35,1380000.0,1909.9,-0.0952,663221.0,6500000.0,311.95,35.0
6326,0.01,0.35,3030000.0,3285.0,-0.2462,886639.0,10450000.0,302.15,35.0
6327,0.01,0.35,1450000.0,3272.2,-0.1756,762111.0,9800000.0,290.75,35.0
6328,0.01,0.35,2070000.0,3272.2,-0.2166,837748.0,10050000.0,291.45,35.0
6329,0.01,0.35,2120000.0,3756.1,-0.2345,844555.0,10850000.0,291.15,35.0
6330,0.01,0.35,2080000.0,3285.0,-0.2117,835105.0,10250000.0,292.34999999999997,35.0
6331,0.01,0.35,2060000.0,2992.1,-0.1922,834536.0,10100000.0,291.95,35.0
6332,0.01,0.35,2020000.0,2673.8,-0.1707,827501.0,9650000.0,292.54999999999995,35.0
6333,0.01,0.35,2000000.0,2291.8,-0.1466,826884.0,9000000.0,292.15,35.0
6334,0.01,0.35,1970000.0,1909.9,-0.1252,823421.0,8000000.0,292.15,35.0
6335,0.01,0.35,1370000.0,1909.9,-0.113,753204.0,7250000.0,290.04999999999995,35.0
6336,0.01,0.35,1310000.0,3246.8,-0.1332,726011.0,10750000.0,294.34999999999997,35.0
6337,0.01,0.35,1310000.0,2673.8,-0.1188,729355.0,9460000.0,293.54999999999995,35.0
6338,0.01,0.35,1320000.0,2304.6,-0.1208,731748.0,8130000.0,293.34999999999997,35.0
6339,0.01,0.35,1300000.0,1973.5,-0.103,729461.0,7420000.0,293.15,35.0
6340,0.01,0.35,3030000.0,3246.8,-0.2235,926703.0,12200000.0,292.54999999999995,35.0
6341,0.01,0.35,2400000.0,1922.6,-0.1375,864445.0,8380000.0,293.45,35.0
6342,0.01,0.35,2390000.0,2317.3,-0.1565,856334.0,9380000.0,295.15,35.0
6343,0.01,0.35,2400000.0,2673.8,-0.1718,864862.0,10450000.0,293.34999999999997,35.0
6344,0.01,0.35,2410000.0,3272.2,-0.1912,858353.0,11800000.0,295.15,35.0
6345,0.01,0.35,2400000.0,2673.8,-0.1508,854840.0,11000000.0,295.75,35.0
6346,0.01,0.35,1610000.0,2317.3,-0.0851,753494.0,9750000.0,298.15,35.0
6347,0.01,0.35,1590000.0,1833.5,-0.0583,777121.0,8700000.0,291.84999999999997,35.0
6348,0.01,0.35,1700000.0,1909.9,-0.105,788319.0,8000000.0,292.65,35.0
6349,0.01,0.35,1720000.0,2342.8,-0.1297,789217.0,9040000.0,293.04999999999995,35.0
6350,0.01,0.35,1730000.0,2673.8,-0.1428,787151.0,9800000.0,293.84999999999997,35.0
6351,0.01,0.35,1720000.0,3272.2,-0.1709,783785.0,10650000.0,294.34999999999997,35.0
6352,0.01,0.35,1610000.0,1464.2,-0.0198,625272.0,6140000.0,328.84999999999997,35.0
6353,0.01,0.35,1620000.0,1617.0,-0.0339,614489.0,6340000.0,331.75,35.0
6354,0.01,0.35,1100000.0,1464.2,-0.0193,551103.0,5360000.0,327.84999999999997,35.0
6355,0.01,0.35,1100000.0,1617.0,-0.0219,539814.0,5730000.0,330.54999999999995,35.0
6356,0.01,0.35,1100000.0,1858.9,-0.0317,531868.0,6220000.0,332.45,35.0
6357,0.01,0.35,1590000.0,1451.5,-0.0003,603341.0,6250000.0,333.45,35.0
6358,0.01,0.35,1600000.0,1629.8,-0.0307,613475.0,6450000.0,331.34999999999997,35.0
6359,0.01,0.35,1100000.0,1209.6,-0.041,702353.0,5360000.0,291.65,35.0
6360,0.01,0.35,1100000.0,1451.5,-0.0574,700262.0,6070000.0,292.15,35.0
6361,0.01,0.35,1100000.0,1591.6,-0.0656,698590.0,6450000.0,292.54999999999995,35.0
6362,0.01,0.35,1100000.0,1846.2,-0.0899,696917.0,6820000.0,292.95,35.0
6363,0.01,0.35,1100000.0,1578.8,-0.0742,699008.0,6210000.0,292.45,35.0
6364,0.01,0.35,1100000.0,1464.2,-0.0534,704444.0,6250000.0,291.15,35.0
6365,0.01,0.35,1590000.0,1604.3,-0.0663,775867.0,7420000.0,292.15,35.0
6366,0.01,0.35,2140000.0,2890.3,-0.1178,683479.0,9550000.0,330.25,35.0
6367,0.01,0.35,2180000.0,3272.2,-0.1816,832717.0,11520000.0,295.54999999999995,35.0
6368,0.01,0.35,2160000.0,2673.8,-0.1583,844753.0,10470000.0,292.15,35.0
6369,0.01,0.35,2130000.0,1909.9,-0.1112,842730.0,8650000.0,291.84999999999997,35.0
6370,0.01,0.35,2120000.0,1349.6,-0.0742,837452.0,6730000.0,292.84999999999997,35.0
6371,0.01,0.35,2190000.0,3272.2,-0.1892,847998.0,11550000.0,292.15,35.0
6372,0.01,0.35,3040000.0,1349.6,-0.0645,918376.0,7740000.0,294.75,35.0
6373,0.01,0.35,3050000.0,1909.9,-0.1141,929251.0,9890000.0,292.34999999999997,35.0
6374,0.01,0.35,3060000.0,2330.0,-0.1655,933028.0,10600000.0,291.65,35.0
6375,0.01,0.35,3070000.0,2673.8,-0.1904,927617.0,11210000.0,293.15,35.0
6376,0.01,0.35,3070000.0,2992.1,-0.2097,922607.0,11700000.0,294.34999999999997,35.0
6377,0.01,0.35,3040000.0,2992.1,-0.155,777325.0,10680000.0,328.54999999999995,35.0
6378,0.01,0.35,3020000.0,2673.8,-0.1341,790222.0,10500000.0,325.04999999999995,35.0
6379,0.01,0.35,3010000.0,2330.0,-0.1636,792282.0,8300000.0,324.34999999999997,35.0
6380,0.01,0.35,3010000.0,1909.9,-0.0893,790612.0,8600000.0,324.75,35.0
6381,0.0128,1.93,6895000.0,1125.5,0.548,71000.0,1684600.0,544.41,150.78125
6382,0.0128,1.93,6895000.0,949.2,0.592,186000.0,1700300.0,521.18,150.78125
6383,0.0128,1.93,6895000.0,935.6,0.569,284000.0,1785500.0,500.4,150.78125
6384,0.0128,1.93,6895000.0,935.6,0.564,384000.0,1902200.0,478.45,150.78125
6385,0.0128,1.93,6895000.0,935.6,0.499,486000.0,1924300.0,455.46999999999997,150.78125
6386,0.0128,1.93,6895000.0,1383.1,0.453,76000.0,1738200.0,543.43,150.78125
6387,0.0128,1.93,6895000.0,1383.1,0.426,194000.0,1930600.0,519.51,150.78125
6388,0.0128,1.93,6895000.0,1369.6,0.395,294000.0,2031600.0,498.23,150.78125
